isFraud,type,step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest
Yes,TRANSFER,523,1200702.71,1200702.71,0,0,0
Yes,CASH_OUT,523,1200702.71,1200702.71,0,370244.35,1570947.06
Yes,TRANSFER,523,1.00E+07,15999376.79,5999376.79,0,0
Yes,CASH_OUT,523,1.00E+07,1.00E+07,0,198226.59,10198226.59
Yes,TRANSFER,523,5999376.79,5999376.79,0,0,0
Yes,CASH_OUT,523,5999376.79,5999376.79,0,197460.17,6196836.96
Yes,TRANSFER,523,25819.42,25819.42,0,0,0
Yes,CASH_OUT,523,25819.42,25819.42,0,0,25819.42
No,CASH_OUT,524,83680.22,341,0,263001.18,346681.4
Yes,TRANSFER,524,232315.43,232315.43,0,0,0
Yes,CASH_OUT,524,232315.43,232315.43,0,20819035.38,21051350.81
Yes,TRANSFER,524,356224.26,356224.26,0,0,0
Yes,CASH_OUT,524,356224.26,356224.26,0,0,356224.26
No,TRANSFER,525,742539.22,100350,0,0,742539.22
No,CASH_OUT,525,79584.37,0,0,13655371.22,13734955.58
No,CASH_OUT,525,81707.34,108300,26592.66,312364.84,394072.18
No,CASH_OUT,525,202402.12,0,0,285843.24,488245.35
No,CASH_OUT,525,9424.17,315241,305816.83,0,9424.17
No,CASH_OUT,525,136015.37,0,0,2462715.5,2598730.87
No,CASH_OUT,525,32319.63,24200,0,3470860.74,3503180.37
No,CASH_OUT,525,89578.49,0,0,3572113.68,3661692.17
No,CASH_OUT,525,136802.03,43522,0,1096378.75,1233180.77
No,CASH_OUT,525,258506.14,0,0,450737.68,709243.83
Yes,TRANSFER,525,203280.85,203280.85,0,0,0
Yes,CASH_OUT,525,203280.85,203280.85,0,0,203280.85
No,CASH_OUT,526,44807.36,3754,0,0,44807.36
Yes,TRANSFER,526,210525.95,210525.95,0,0,0
Yes,CASH_OUT,526,210525.95,210525.95,0,461327.69,671853.64
Yes,TRANSFER,526,199940.02,199940.02,0,0,0
Yes,CASH_OUT,526,199940.02,199940.02,0,0,199940.02
Yes,TRANSFER,526,319883.28,319883.28,0,0,0
Yes,CASH_OUT,526,319883.28,319883.28,0,102882.01,422765.29
Yes,TRANSFER,526,377038.53,377038.53,0,0,0
Yes,CASH_OUT,526,377038.53,377038.53,0,105508.48,482547.01
Yes,TRANSFER,526,606920.11,606920.11,0,0,0
Yes,CASH_OUT,526,606920.11,606920.11,0,16606636.44,17213556.55
Yes,TRANSFER,526,200008.33,200008.33,0,0,0
Yes,CASH_OUT,526,200008.33,200008.33,0,2959887.83,3159896.16
No,CASH_OUT,527,232415.44,50887,0,183368.81,415784.25
No,CASH_OUT,527,315571.27,0,0,1460774.8,1776346.08
Yes,TRANSFER,527,1094419.89,1094419.89,0,0,0
Yes,CASH_OUT,527,1094419.89,1094419.89,0,6352690.24,7447110.13
Yes,TRANSFER,527,79323.25,79323.25,0,0,0
Yes,CASH_OUT,527,79323.25,79323.25,0,194983.92,274307.16
Yes,TRANSFER,527,6087.58,6087.58,0,0,0
Yes,CASH_OUT,527,6087.58,6087.58,0,3584904.5,3590992.07
Yes,TRANSFER,528,181224.98,181224.98,0,0,0
Yes,CASH_OUT,528,181224.98,181224.98,0,23302.75,204527.73
Yes,TRANSFER,528,2173367.35,2173367.35,0,0,0
Yes,CASH_OUT,528,2173367.35,2173367.35,0,476131.89,2649499.24
Yes,TRANSFER,528,501101.41,501101.41,0,0,0
Yes,CASH_OUT,528,501101.41,501101.41,0,561058.61,1062160.03
Yes,TRANSFER,528,11070.29,11070.29,0,0,0
Yes,CASH_OUT,528,11070.29,11070.29,0,341891.92,352962.21
Yes,TRANSFER,528,311234.46,311234.46,0,0,0
Yes,CASH_OUT,528,311234.46,311234.46,0,978976.44,1290210.9
Yes,TRANSFER,528,1016302.6,1016302.6,0,0,0
Yes,CASH_OUT,528,1016302.6,1016302.6,0,1149447.1,2165749.7
Yes,TRANSFER,528,392767.71,392767.71,0,0,0
Yes,CASH_OUT,528,392767.71,392767.71,0,90169.81,482937.52
No,CASH_OUT,529,278295.72,0,0,325442.05,603737.77
Yes,TRANSFER,529,1773151.32,1773151.32,0,0,0
Yes,CASH_OUT,529,1773151.32,1773151.32,0,775203.68,2548354.99
Yes,TRANSFER,529,1399724.98,1399724.98,0,0,0
Yes,CASH_OUT,529,1399724.98,1399724.98,0,440633.99,1840358.97
Yes,TRANSFER,529,1679154.56,1679154.56,0,0,0
Yes,CASH_OUT,529,1679154.56,1679154.56,0,4351406.23,6030560.79
Yes,TRANSFER,530,398711.68,398711.68,0,0,0
Yes,CASH_OUT,530,398711.68,398711.68,0,652931.8,1051643.49
Yes,TRANSFER,530,19576.96,19576.96,0,0,0
Yes,CASH_OUT,530,19576.96,19576.96,0,762608.82,782185.77
Yes,TRANSFER,530,387773.97,387773.97,0,0,0
Yes,CASH_OUT,530,387773.97,387773.97,0,34606.86,422380.83
Yes,TRANSFER,530,148680.12,148680.12,0,0,0
Yes,CASH_OUT,530,148680.12,148680.12,0,0,148680.12
Yes,TRANSFER,531,1312406.14,1312406.14,0,0,0
Yes,CASH_OUT,531,1312406.14,1312406.14,0,289086.82,1601492.96
Yes,TRANSFER,531,3547485.43,3547485.43,0,0,0
Yes,CASH_OUT,531,3547485.43,3547485.43,0,0,3547485.43
Yes,TRANSFER,531,834203.65,834203.65,0,0,0
Yes,CASH_OUT,531,834203.65,834203.65,0,0,834203.65
Yes,TRANSFER,531,4791.06,4791.06,0,0,0
Yes,CASH_OUT,531,4791.06,4791.06,0,4814602.17,4819393.23
Yes,TRANSFER,531,13074.53,13074.53,0,0,0
Yes,CASH_OUT,531,13074.53,13074.53,0,975600.51,988675.04
Yes,TRANSFER,531,29637.03,29637.03,0,0,0
Yes,CASH_OUT,531,29637.03,29637.03,0,0,29637.03
Yes,TRANSFER,531,6392800.85,6392800.85,0,0,0
Yes,CASH_OUT,531,6392800.85,6392800.85,0,337849.17,6730650.03
No,CASH_OUT,532,168598.54,6708.27,0,893501.18,1062099.72
Yes,TRANSFER,532,188097.08,188097.08,0,0,0
Yes,CASH_OUT,532,188097.08,188097.08,0,164930.19,353027.27
Yes,TRANSFER,532,254719.63,254719.63,0,0,0
Yes,CASH_OUT,532,254719.63,254719.63,0,0,254719.63
Yes,TRANSFER,532,634046.89,634046.89,0,0,0
Yes,CASH_OUT,532,634046.89,634046.89,0,985290.65,1619337.54
Yes,TRANSFER,533,878034.02,878034.02,0,0,0
Yes,CASH_OUT,533,878034.02,878034.02,0,1531593.58,2409627.6
Yes,TRANSFER,533,1303029.52,1303029.52,0,0,0
Yes,CASH_OUT,533,1303029.52,1303029.52,0,522143.94,1825173.47
Yes,TRANSFER,533,3439121.37,3439121.37,0,0,0
Yes,CASH_OUT,533,3439121.37,3439121.37,0,67310.12,3506431.49
Yes,TRANSFER,533,18042.11,18042.11,0,0,0
Yes,CASH_OUT,533,18042.11,18042.11,0,135951.5,153993.61
Yes,TRANSFER,533,495977.84,495977.84,0,0,0
Yes,CASH_OUT,533,495977.84,495977.84,0,236230516.8,236726494.7
Yes,TRANSFER,533,400517.07,400517.07,0,0,0
Yes,CASH_OUT,533,400517.07,400517.07,0,0,400517.07
Yes,TRANSFER,534,209340.53,209340.53,0,0,0
Yes,CASH_OUT,534,209340.53,209340.53,0,744384.06,953724.59
Yes,TRANSFER,534,136245.39,136245.39,0,0,0
Yes,CASH_OUT,534,136245.39,136245.39,0,1080039.68,1216285.07
Yes,TRANSFER,534,771024.82,771024.82,0,0,0
Yes,CASH_OUT,534,771024.82,771024.82,0,121864.03,892888.86
Yes,TRANSFER,534,1390332.39,1390332.39,0,0,0
Yes,CASH_OUT,534,1390332.39,1390332.39,0,0,1390332.39
Yes,TRANSFER,534,671516.68,671516.68,0,0,0
Yes,CASH_OUT,534,671516.68,671516.68,0,57926.23,729442.9
Yes,TRANSFER,534,492896.75,492896.75,0,0,0
Yes,CASH_OUT,534,492896.75,492896.75,0,10420895.1,10913791.86
Yes,TRANSFER,535,606501.57,606501.57,0,0,0
Yes,CASH_OUT,535,606501.57,606501.57,0,123759.67,730261.24
Yes,TRANSFER,535,72878.02,72878.02,0,0,0
Yes,CASH_OUT,535,72878.02,72878.02,0,55093.16,127971.18
Yes,TRANSFER,535,588173.24,588173.24,0,0,0
Yes,CASH_OUT,535,588173.24,588173.24,0,16152763.21,16740936.45
Yes,TRANSFER,536,116974.87,116974.87,0,0,0
Yes,CASH_OUT,536,116974.87,116974.87,0,735380.64,852355.51
Yes,TRANSFER,536,624686.04,624686.04,0,0,0
Yes,CASH_OUT,536,624686.04,624686.04,0,162545.17,787231.2
Yes,TRANSFER,536,232565.37,232565.37,0,0,0
Yes,CASH_OUT,536,232565.37,232565.37,0,0,232565.37
Yes,TRANSFER,536,1567549.99,1567549.99,0,0,0
Yes,CASH_OUT,536,1567549.99,1567549.99,0,7935074.82,9502624.81
Yes,TRANSFER,536,844213.81,844213.81,0,0,0
Yes,CASH_OUT,536,844213.81,844213.81,0,0,844213.81
Yes,TRANSFER,536,285382.07,285382.07,0,0,0
Yes,CASH_OUT,536,285382.07,285382.07,0,0,285382.07
Yes,TRANSFER,537,34238.2,34238.2,0,0,0
Yes,CASH_OUT,537,34238.2,34238.2,0,300369.39,334607.59
Yes,TRANSFER,537,340119.98,340119.98,0,0,0
Yes,CASH_OUT,537,340119.98,340119.98,0,3680505.2,4020625.18
Yes,TRANSFER,537,2463190.9,2463190.9,0,0,0
Yes,CASH_OUT,537,2463190.9,2463190.9,0,1200145.47,3663336.38
Yes,TRANSFER,537,1504.73,1504.73,0,0,0
Yes,CASH_OUT,537,1504.73,1504.73,0,26284.34,27789.07
Yes,TRANSFER,537,81278.73,81278.73,0,0,0
Yes,CASH_OUT,537,81278.73,81278.73,0,2087033.64,2168312.37
Yes,TRANSFER,537,266546.68,266546.68,0,0,0
Yes,CASH_OUT,537,266546.68,266546.68,0,0,266546.68
Yes,TRANSFER,537,26481.25,26481.25,0,0,0
Yes,CASH_OUT,537,26481.25,26481.25,0,1119942.48,1146423.73
Yes,TRANSFER,537,254773.22,254773.22,0,0,0
Yes,CASH_OUT,537,254773.22,254773.22,0,672304.86,927078.09
Yes,TRANSFER,537,127447.68,127447.68,0,0,0
Yes,CASH_OUT,537,127447.68,127447.68,0,1274456.97,1401904.65
No,CASH_OUT,538,243548.26,54626.57,0,6069679.97,6313228.23
No,TRANSFER,538,574193.47,0,0,2950653.73,3524847.2
No,CASH_OUT,538,87601.77,68837,0,0,87601.77
No,CASH_OUT,538,104757.13,20826,0,5050974.87,5155732
Yes,TRANSFER,538,1392337.38,1392337.38,0,0,0
Yes,CASH_OUT,538,1392337.38,1392337.38,0,125815.9,1518153.28
Yes,TRANSFER,538,2136099.59,2136099.59,0,0,0
Yes,CASH_OUT,538,2136099.59,2136099.59,0,466582.86,2602682.46
Yes,TRANSFER,538,202968.27,202968.27,0,0,0
Yes,CASH_OUT,538,202968.27,202968.27,0,618614.54,821582.81
Yes,TRANSFER,538,37436.78,37436.78,0,0,0
Yes,CASH_OUT,538,37436.78,37436.78,0,0,37436.78
Yes,TRANSFER,538,1253358.42,1253358.42,0,0,0
Yes,CASH_OUT,538,1253358.42,1253358.42,0,8398499.24,9651857.66
Yes,TRANSFER,539,198888.16,198888.16,0,0,0
Yes,CASH_OUT,539,198888.16,198888.16,0,359018.15,557906.31
Yes,TRANSFER,539,79594.91,79594.91,0,0,0
Yes,CASH_OUT,539,79594.91,79594.91,0,2009434.94,2089029.85
No,CASH_OUT,540,272733.99,21594,0,0,272733.99
No,CASH_OUT,540,171017.22,20510,0,259147.03,430164.26
No,CASH_OUT,540,198440.17,0,0,406478.2,604918.37
No,TRANSFER,540,4512.27,4069,0,101802.7,106314.97
No,CASH_OUT,540,266865.79,15115,0,971365.9,1238231.7
No,CASH_OUT,540,366405.71,0,0,484257.87,850663.58
No,CASH_OUT,540,376142.47,85546,0,1328878.78,1705021.25
No,TRANSFER,540,35980.95,0,0,161818.64,197799.59
Yes,TRANSFER,540,3707342.38,3707342.38,0,0,0
Yes,CASH_OUT,540,3707342.38,3707342.38,0,558618.2,4265960.58
Yes,TRANSFER,540,342970.95,342970.95,0,0,0
Yes,CASH_OUT,540,342970.95,342970.95,0,660948.23,1003919.18
Yes,TRANSFER,540,1989311.31,1989311.31,0,0,0
Yes,CASH_OUT,540,1989311.31,1989311.31,0,2475151.37,4464462.67
Yes,TRANSFER,541,3297243.38,3297243.38,0,0,0
Yes,CASH_OUT,541,3297243.38,3297243.38,0,22757.65,3320001.02
Yes,TRANSFER,541,1.00E+07,12629417.41,2629417.41,0,0
Yes,CASH_OUT,541,1.00E+07,1.00E+07,0,0,1.00E+07
Yes,TRANSFER,541,2629417.41,2629417.41,0,0,0
Yes,CASH_OUT,541,2629417.41,2629417.41,0,0,2629417.41
Yes,TRANSFER,541,108755.28,108755.28,0,0,0
Yes,CASH_OUT,541,108755.28,108755.28,0,27775.23,136530.51
Yes,TRANSFER,541,107320.81,107320.81,0,0,0
Yes,CASH_OUT,541,107320.81,107320.81,0,289571.44,396892.25
Yes,TRANSFER,541,5512595.16,5512595.16,0,0,0
Yes,CASH_OUT,541,5512595.16,5512595.16,0,201581.65,5714176.82
No,CASH_OUT,542,333849.51,21248,0,0,333849.51
No,CASH_OUT,542,8234.2,10319,2084.8,3895834.88,3904069.08
No,CASH_OUT,542,25875.02,159442,133566.98,0,25875.02
No,CASH_OUT,542,120258.83,0,0,346903.26,467162.09
No,CASH_OUT,542,117550.97,585,0,0,117550.97
No,CASH_OUT,542,172766.41,99586,0,0,172766.41
Yes,TRANSFER,542,736521.51,736521.51,0,0,0
Yes,CASH_OUT,542,736521.51,736521.51,0,77874.55,814396.06
Yes,TRANSFER,542,7469051.14,7469051.14,0,0,0
Yes,CASH_OUT,542,7469051.14,7469051.14,0,94820.42,7563871.56
Yes,TRANSFER,542,161804.68,161804.68,0,0,0
Yes,CASH_OUT,542,161804.68,161804.68,0,22621.89,184426.57
Yes,TRANSFER,542,1068398.61,1068398.61,0,0,0
Yes,CASH_OUT,542,1068398.61,1068398.61,0,0,1068398.61
Yes,TRANSFER,542,5166393.44,5166393.44,0,0,0
Yes,CASH_OUT,542,5166393.44,5166393.44,0,0,5166393.44
Yes,TRANSFER,543,74436.56,74436.56,0,0,0
Yes,CASH_OUT,543,74436.56,74436.56,0,201151.33,275587.89
Yes,TRANSFER,543,57204.07,57204.07,0,0,0
Yes,CASH_OUT,543,57204.07,57204.07,0,2726027.96,2783232.03
Yes,TRANSFER,543,2558618.27,2558618.27,0,0,0
Yes,CASH_OUT,543,2558618.27,2558618.27,0,13626415.3,16185033.57
No,CASH_OUT,544,7804.33,72733,64928.67,537251.76,545056.09
No,CASH_OUT,544,140996.32,288382.64,147386.32,310956.42,451952.74
No,TRANSFER,544,58577.45,0,0,5885485.67,5944063.12
No,CASH_OUT,544,32444.48,0,0,363533.56,395978.04
No,CASH_OUT,544,32537.42,0,0,41405.16,73942.58
No,CASH_OUT,544,251314.56,0,0,53499541.19,53750855.74
No,CASH_OUT,544,359122.17,0,0,642725.03,1001847.2
No,CASH_OUT,544,291716.66,10341,0,0,291716.66
No,CASH_OUT,544,129780.8,0,0,3179549.9,3309330.7
No,CASH_OUT,544,4788.25,0,0,193836.62,198624.87
No,CASH_OUT,544,226423.87,0,0,8249822.98,8476246.86
No,CASH_OUT,544,149584.28,107996,0,0,149584.28
No,CASH_OUT,544,194395.13,42084,0,2680681.83,2875076.96
Yes,TRANSFER,544,179997.78,179997.78,0,0,0
Yes,CASH_OUT,544,179997.78,179997.78,0,55751.58,235749.36
Yes,TRANSFER,544,25473.11,25473.11,0,0,0
Yes,CASH_OUT,544,25473.11,25473.11,0,4747.03,30220.14
Yes,TRANSFER,544,412668.39,412668.39,0,0,0
Yes,CASH_OUT,544,412668.39,412668.39,0,1445047.47,1857715.86
No,CASH_OUT,545,7880.23,51705,43824.77,0,7880.23
No,CASH_OUT,545,185038.56,14841,0,0,185038.56
No,TRANSFER,546,456875.93,0,0,3010445.64,3467321.58
No,CASH_OUT,546,187771.54,709569,521797.46,0,187771.54
No,CASH_OUT,546,6318,284,0,0,6318
No,CASH_OUT,546,161111.02,22107,0,0,161111.02
No,CASH_OUT,546,110640.7,0,0,1088879.85,1199520.55
No,CASH_OUT,546,64247.12,60055,0,11617994.81,11682241.93
No,CASH_OUT,546,108606.45,79682,0,1771290.46,1879896.91
No,TRANSFER,546,555176.6,61041,0,381723.06,936899.66
No,CASH_OUT,546,154208.33,213,0,1022735.18,1176943.51
No,CASH_OUT,546,44169.46,0,0,73089.97,117259.43
No,CASH_OUT,546,272516.43,0,0,323787.55,596303.98
No,CASH_OUT,546,229180.56,81825.87,0,358624.69,587805.25
Yes,TRANSFER,546,99656.93,99656.93,0,0,0
Yes,CASH_OUT,546,99656.93,99656.93,0,0,99656.93
Yes,TRANSFER,546,534158.52,534158.52,0,0,0
Yes,CASH_OUT,546,534158.52,534158.52,0,5156.57,539315.09
Yes,TRANSFER,546,24773.86,24773.86,0,0,0
Yes,CASH_OUT,546,24773.86,24773.86,0,11003181.73,11027955.59
Yes,TRANSFER,546,1634229.02,1634229.02,0,0,0
Yes,CASH_OUT,546,1634229.02,1634229.02,0,0,1634229.02
Yes,TRANSFER,546,105097.16,105097.16,0,0,0
Yes,CASH_OUT,546,105097.16,105097.16,0,1965333.76,2070430.91
No,TRANSFER,547,996025.56,107405,0,16830.1,1012855.66
No,TRANSFER,547,802570.8,11322,0,0,802570.8
Yes,TRANSFER,547,594471.04,594471.04,0,0,0
Yes,CASH_OUT,547,594471.04,594471.04,0,1788456.17,2382927.21
Yes,TRANSFER,547,82764.07,82764.07,0,0,0
Yes,CASH_OUT,547,82764.07,82764.07,0,99601.89,182365.96
Yes,TRANSFER,547,1139983.15,1139983.15,0,0,0
Yes,CASH_OUT,547,1139983.15,1139983.15,0,164063.15,1304046.31
Yes,TRANSFER,547,400276.72,400276.72,0,0,0
Yes,CASH_OUT,547,400276.72,400276.72,0,244756.45,645033.17
No,CASH_OUT,548,27365.69,50873,23507.31,221065.05,248430.74
No,TRANSFER,548,1900367.07,0,0,4023922.14,5924289.21
No,CASH_OUT,548,249391.81,31526,0,234921.04,484312.85
No,CASH_OUT,548,163954.28,0,0,16546907.81,16710862.1
No,CASH_OUT,548,185223.77,44617,0,49394.2,234617.97
Yes,TRANSFER,548,126431.61,126431.61,0,0,0
Yes,CASH_OUT,548,126431.61,126431.61,0,1089215.22,1215646.84
Yes,TRANSFER,549,1571565.56,1571565.56,0,0,0
Yes,CASH_OUT,549,1571565.56,1571565.56,0,0,1571565.56
Yes,TRANSFER,549,461442.52,461442.52,0,0,0
Yes,CASH_OUT,549,461442.52,461442.52,0,11029.55,472472.07
Yes,TRANSFER,549,21662.5,21662.5,0,0,0
Yes,CASH_OUT,549,21662.5,21662.5,0,0,21662.5
Yes,TRANSFER,549,1057053.6,1057053.6,0,0,0
Yes,CASH_OUT,549,1057053.6,1057053.6,0,0,1057053.6
Yes,TRANSFER,549,668473.23,668473.23,0,0,0
Yes,CASH_OUT,549,668473.23,668473.23,0,505899.37,1174372.6
Yes,TRANSFER,549,29473.67,29473.67,0,0,0
Yes,CASH_OUT,549,29473.67,29473.67,0,32212.58,61686.25
No,CASH_OUT,550,406447.84,0,0,1535960.58,1942408.43
No,TRANSFER,550,702060.87,0,0,3189715.73,3891776.6
No,CASH_OUT,550,48645.8,0,0,3514637.8,3563283.6
Yes,TRANSFER,550,342309.91,342309.91,0,0,0
Yes,CASH_OUT,550,342309.91,342309.91,0,0,342309.91
Yes,TRANSFER,550,21418.86,21418.86,0,0,0
Yes,CASH_OUT,550,21418.86,21418.86,0,534670.27,556089.13
Yes,TRANSFER,550,1613281.82,1613281.82,0,0,0
Yes,CASH_OUT,550,1613281.82,1613281.82,0,2312268.26,3925550.08
Yes,TRANSFER,550,85303.24,85303.24,0,0,0
Yes,CASH_OUT,550,85303.24,85303.24,0,0,85303.24
Yes,TRANSFER,551,879321.88,879321.88,0,0,0
Yes,CASH_OUT,551,879321.88,879321.88,0,0,879321.88
Yes,TRANSFER,551,150924.76,150924.76,0,0,0
Yes,CASH_OUT,551,150924.76,150924.76,0,0,150924.76
Yes,TRANSFER,551,3774777.76,3774777.76,0,0,0
Yes,CASH_OUT,551,3774777.76,3774777.76,0,597455.51,4372233.27
Yes,TRANSFER,551,759257.55,759257.55,0,0,0
Yes,CASH_OUT,551,759257.55,759257.55,0,36297.01,795554.56
Yes,TRANSFER,551,407907.34,407907.34,0,0,0
Yes,CASH_OUT,551,407907.34,407907.34,0,314866.4,722773.75
Yes,TRANSFER,551,483713.23,483713.23,0,0,0
Yes,CASH_OUT,551,483713.23,483713.23,0,11048671.02,11532384.25
Yes,TRANSFER,551,3227.06,3227.06,0,0,0
Yes,CASH_OUT,551,3227.06,3227.06,0,110314.88,113541.94
Yes,TRANSFER,551,1669143.57,1669143.57,0,0,0
Yes,CASH_OUT,551,1669143.57,1669143.57,0,2026536.5,3695680.08
Yes,TRANSFER,551,813992.49,813992.49,0,0,0
Yes,CASH_OUT,551,813992.49,813992.49,0,24794625.2,25608617.69
Yes,TRANSFER,552,45116.24,45116.24,0,0,0
Yes,CASH_OUT,552,45116.24,45116.24,0,0,45116.24
Yes,TRANSFER,552,492003.04,492003.04,0,0,0
Yes,CASH_OUT,552,492003.04,492003.04,0,24292.72,516295.76
Yes,TRANSFER,552,692743.57,692743.57,0,0,0
Yes,CASH_OUT,552,692743.57,692743.57,0,0,692743.57
Yes,TRANSFER,552,221077.97,221077.97,0,0,0
Yes,CASH_OUT,552,221077.97,221077.97,0,0,221077.97
Yes,TRANSFER,552,22824.08,22824.08,0,0,0
Yes,CASH_OUT,552,22824.08,22824.08,0,22244.35,45068.43
Yes,TRANSFER,553,1688761.08,1688761.08,0,0,0
Yes,CASH_OUT,553,1688761.08,1688761.08,0,0,1688761.08
Yes,TRANSFER,553,254528.76,254528.76,0,0,0
Yes,CASH_OUT,553,254528.76,254528.76,0,380985.06,635513.82
Yes,TRANSFER,553,151105.97,151105.97,0,0,0
Yes,CASH_OUT,553,151105.97,151105.97,0,0,151105.97
Yes,TRANSFER,553,244312.69,244312.69,0,0,0
Yes,CASH_OUT,553,244312.69,244312.69,0,2551013.59,2795326.27
Yes,TRANSFER,554,1.00E+07,33576297.1,23576297.1,0,0
Yes,CASH_OUT,554,1.00E+07,1.00E+07,0,0,1.00E+07
Yes,TRANSFER,554,1.00E+07,23576297.1,13576297.1,0,0
Yes,CASH_OUT,554,1.00E+07,1.00E+07,0,239962.98,10239962.98
Yes,TRANSFER,554,1.00E+07,13576297.1,3576297.1,0,0
Yes,CASH_OUT,554,1.00E+07,1.00E+07,0,0,1.00E+07
Yes,TRANSFER,554,3576297.1,3576297.1,3576297.1,0,0
Yes,CASH_OUT,554,0,0,0,230289.66,230289.66
Yes,TRANSFER,554,353785.26,353785.26,0,0,0
Yes,CASH_OUT,554,353785.26,353785.26,0,0,353785.26
Yes,TRANSFER,554,9421856.87,9421856.87,0,0,0
Yes,CASH_OUT,554,9421856.87,9421856.87,0,0,9421856.87
Yes,TRANSFER,554,1025082.07,1025082.07,0,0,0
Yes,CASH_OUT,554,1025082.07,1025082.07,0,1430070.2,2455152.27
Yes,TRANSFER,554,2689.43,2689.43,0,0,0
Yes,CASH_OUT,554,2689.43,2689.43,0,854373.6,857063.03
Yes,TRANSFER,554,346795.44,346795.44,0,0,0
Yes,CASH_OUT,554,346795.44,346795.44,0,0,346795.44
Yes,TRANSFER,555,1235544.92,1235544.92,0,0,0
Yes,CASH_OUT,555,1235544.92,1235544.92,0,1981608.99,3217153.91
Yes,TRANSFER,555,2100951.58,2100951.58,0,0,0
Yes,CASH_OUT,555,2100951.58,2100951.58,0,0,2100951.58
Yes,TRANSFER,555,24424.67,24424.67,0,0,0
Yes,CASH_OUT,555,24424.67,24424.67,0,0,24424.67
Yes,TRANSFER,556,788855.1,788855.1,0,0,0
Yes,CASH_OUT,556,788855.1,788855.1,0,32662.41,821517.51
Yes,TRANSFER,556,544352.53,544352.53,0,0,0
Yes,CASH_OUT,556,544352.53,544352.53,0,0,544352.53
Yes,TRANSFER,556,227231.78,227231.78,0,0,0
Yes,CASH_OUT,556,227231.78,227231.78,0,1606681,1833912.79
Yes,TRANSFER,557,839077.79,839077.79,0,0,0
Yes,CASH_OUT,557,839077.79,839077.79,0,0,839077.79
Yes,TRANSFER,557,188844.13,188844.13,0,0,0
Yes,CASH_OUT,557,188844.13,188844.13,0,146960.09,335804.22
Yes,TRANSFER,557,74709.4,74709.4,0,0,0
Yes,CASH_OUT,557,74709.4,74709.4,0,233625.43,308334.83
Yes,TRANSFER,557,776303.43,776303.43,0,0,0
Yes,CASH_OUT,557,776303.43,776303.43,0,414402.89,1190706.32
Yes,TRANSFER,557,111467.61,111467.61,0,0,0
Yes,CASH_OUT,557,111467.61,111467.61,0,668384.6,779852.21
Yes,TRANSFER,557,3332748.16,3332748.16,0,0,0
Yes,CASH_OUT,557,3332748.16,3332748.16,0,5578716.58,8911464.74
Yes,TRANSFER,557,131050.76,131050.76,0,0,0
Yes,CASH_OUT,557,131050.76,131050.76,0,5291949.84,5423000.6
Yes,TRANSFER,557,2719.66,2719.66,0,0,0
Yes,CASH_OUT,557,2719.66,2719.66,0,1588874.92,1591594.58
Yes,TRANSFER,557,643052.88,643052.88,0,0,0
Yes,CASH_OUT,557,643052.88,643052.88,0,0,643052.88
Yes,TRANSFER,557,3571807.73,3571807.73,0,0,0
Yes,CASH_OUT,557,3571807.73,3571807.73,0,527694.86,4099502.59
Yes,TRANSFER,558,2190762.32,2190762.32,0,0,0
Yes,CASH_OUT,558,2190762.32,2190762.32,0,0,2190762.32
Yes,TRANSFER,558,316877.85,316877.85,0,0,0
Yes,CASH_OUT,558,316877.85,316877.85,0,0,316877.85
Yes,TRANSFER,558,244519.75,244519.75,0,0,0
Yes,CASH_OUT,558,244519.75,244519.75,0,560989.59,805509.34
Yes,TRANSFER,558,4529.65,4529.65,0,0,0
Yes,CASH_OUT,558,4529.65,4529.65,0,293443.08,297972.73
Yes,TRANSFER,558,1268931.21,1268931.21,0,0,0
Yes,CASH_OUT,558,1268931.21,1268931.21,0,10940338.7,12209269.9
Yes,TRANSFER,558,209829.57,209829.57,0,0,0
Yes,CASH_OUT,558,209829.57,209829.57,0,0,209829.57
Yes,TRANSFER,558,889.76,889.76,0,0,0
Yes,CASH_OUT,558,889.76,889.76,0,29138.76,30028.51
Yes,TRANSFER,559,2517188.06,2517188.06,0,0,0
Yes,CASH_OUT,559,2517188.06,2517188.06,0,149509.18,2666697.24
Yes,TRANSFER,559,1431634.93,1431634.93,0,0,0
Yes,CASH_OUT,559,1431634.93,1431634.93,0,0,1431634.93
Yes,TRANSFER,559,175290.91,175290.91,0,0,0
Yes,CASH_OUT,559,175290.91,175290.91,0,0,175290.91
Yes,TRANSFER,559,55539.89,55539.89,0,0,0
Yes,CASH_OUT,559,55539.89,55539.89,0,498366.47,553906.36
Yes,TRANSFER,559,127564.33,127564.33,0,0,0
Yes,CASH_OUT,559,127564.33,127564.33,0,272123.54,399687.88
Yes,TRANSFER,560,91655.26,91655.26,0,0,0
Yes,CASH_OUT,560,91655.26,91655.26,0,133662.97,225318.23
Yes,TRANSFER,560,143275.81,143275.81,0,0,0
Yes,CASH_OUT,560,143275.81,143275.81,0,6346481.09,6489756.9
Yes,TRANSFER,560,357882.83,357882.83,0,0,0
Yes,CASH_OUT,560,357882.83,357882.83,0,901329.73,1259212.55
Yes,TRANSFER,560,912117.82,912117.82,0,0,0
Yes,CASH_OUT,560,912117.82,912117.82,0,2960454.33,3872572.14
Yes,TRANSFER,560,730677.5,730677.5,0,0,0
